Keyword,Difficulty,"Search vol.","Search intent","SERP features",CPC,Competition
"sri lanka tour package make my trip",13,10,"I, N","Reviews, Sitelinks, Video, People also ask, Copyright infringement, Related searches",0,0
"idle tours sri lanka",0,10,,,0,0
"sri lanka tour of west indies 2013",7,10,I,"Featured snippets, Reviews, Images, Related searches",0,0
"sri lanka tour of england 2016 wiki",0,10,,,0,0
"sri lanka tour of zimbabwe 2013",0,10,,,0,0
"sri lanka tour ideas",0,10,,,0,0
"sri lanka holiday tour operators",14,10,"L, C","Local pack, Reviews, Video, Bottom Ads, Related searches",0,0
"top 10 tour operators in sri lanka",12,10,"L, C","Local pack, Reviews, Images, Related searches, Image",0,0.86
"sri lanka tour of south africa",0,10,,,5.91,0
"sri lanka tour of england 2014 wiki",0,10,,,0,0
"tour packages to malaysia from sri lanka",0,10,,,0,0
"colombo sri lanka day tours",0,10,,,0,0
"sri lanka australia cricket tour",0,10,,,0,0.1
"kuoni sri lanka wildlife tour",0,10,,,0,0
"sri lanka seaplane tours",0,10,,,0,0
"pakistan team for sri lanka tour",0,10,,,0,0
"sri lanka cricket team next tour",0,10,,,0,0
"sri lanka tour packages cost",0,10,,,0,0
"peregrine tours sri lanka",5,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0
"sri lanka vs england tour 2014",0,10,,,0,0
"travels and tours companies in sri lanka",19,10,"L, C","Local pack, Reviews, People also ask, Top Ads, Bottom Ads, Related searches, Image, Sites",0,0
"sri lanka tour package from malaysia",3,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0
"extreme nature tours sri lanka",0,10,,,0,0
"nepal tour packages from sri lanka",0,10,,,0,0.5
"sri lanka tour india cricket schedule",0,10,,,0,0
"budget tour packages sri lanka",0,10,,,3.95,0
"tour packages for sri lanka",12,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Sites",1,0.64
"sri lanka tour packages thomas cook",0,10,,,0,0
"tours to singapore from sri lanka",0,10,,,0,0
"private tour to sri lanka",4,10,"L, C","Local pack, Reviews, Video, Bottom Ads, Related searches, Sites",0,0
"sri lanka private tour guides",6,10,"L, C","Local pack, Reviews, Video, Related searches",0,0.79
"holiday tour packages in sri lanka",0,10,,,4.35,0
"sri lanka train tour",12,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches, Sites",0,0.37
"escorted tours sri lanka 2019",5,10,I,"Reviews, People also ask, Images, Related searches, Image",0,0
"sri lanka tour package cost",9,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Middle Ads",0.81,0.54
"guard tour system sri lanka",0,10,,,0,0
"tour packages to sri lanka",10,10,I,"Reviews, Video, Bottom Ads, AI Overview, Related searches, Sites",0.97,0.67
"sri lanka tour packages from coimbatore",0,10,,,0,0
"golf tours in sri lanka",0,10,,,0,0
"cambodia tours from sri lanka",0,10,,,0,0
"sri lanka tour of england 1998",0,10,,,0,0
"tour sri lanka 7 giorni",0,10,,,0,0
"kanota tours sri lanka",0,10,,,0,0
"bangkok tours in sri lanka",0,10,,,0,0
"vip tours sri lanka",0,10,,,0,0
"heavenly tours sri lanka",0,10,,,0,0
"green tours and travels sri lanka",0,10,,,0,0
"wildlife tour of sri lanka",0,10,,,0,0
"browns tours sri lanka",0,10,,,0,0
"sri lanka tours and travels",15,10,"L, C","Local pack, Reviews, Video, People also ask, Bottom Ads, Related searches",3.72,0.53
"york tours sri lanka",0,10,,,0,0
"hayes and jarvis sri lanka tour",0,10,,,0,0
"bangkok tour package from sri lanka",0,10,,,0,0
"phuket tour package from sri lanka",3,10,I,"Reviews, Video, AI Overview, Related searches",0,0.86
"australia sri lanka tour 2016",0,10,,,0,0
"private tour guide sri lanka",8,10,"L, C","Local pack, Reviews, Video, People also ask, Related searches, Sites",0,0.14
"best time for sri lanka tour",0,10,,,0,0
"india tour sri lanka 2015 schedule",0,10,,,0,0
"sri lanka tour 5 days",0,10,,,4.59,0
"sri lanka tour packages from pune",0,10,,,0,0
"sri lanka tour expenses",0,10,,,0,0
"sri lanka tour package from kochi",0,10,I,,0,0
"england cricket tour of sri lanka 2018",0,10,,,0,0
"thailand tours packages from sri lanka",0,10,,,0.82,0
"england cricket tour of sri lanka 2014",0,10,,,0,0
"sri lanka tour of england 2014 results",0,10,,,0,0
"sri lanka custom tours",8,10,"L, C","Local pack, Reviews, Video, People also ask, AI Overview, Related searches, Sites",0,0.43
"grasshopper tours sri lanka",0,10,,,0,0
"blue lanka tours colombo sri lanka",9,10,"L, N","Reviews, Sitelinks, People also ask, Images, GBP, Related searches, Image, Sites",0,0
"thomas cook sri lanka tour package",0,10,,,0,0
"heli tours sri lanka air force",0,10,,,0,0
"sri lanka tour to india 2017",0,10,,,0,0
"tour operators sri lanka list",0,10,,,9.35,0
"tour agent sri lanka",0,10,,,9.31,0
"luxury private tour sri lanka",0,10,,,0,0
"sri lanka tour of india 1997",0,10,,,0,0
"sri lanka tour guide book",13,10,I,"Images, Related searches, Sites",0,1
"colombo city tour sri lanka",14,10,I,"Reviews, Video, People also ask, Images, AI Overview, Related searches, Image, Sites",0,0
"sri lanka to bangkok tours package",0,10,,,0,0
"sri lanka tour operators reviews",6,10,"I, N","Reviews, Sitelinks, People also ask, Bottom Ads, Related searches, Sites",0,0
"europe tour packages from sri lanka",2,10,"I, N","Reviews, Sitelinks, Images, Related searches, Image, Sites",0,0.14
"sotc sri lanka tour",8,10,"I, N","Sitelinks, Images, Related searches",0,0
"singapore tour package in sri lanka",0,10,,,0.68,0
"sri lanka squad for england tour 2014",0,10,,,0,0
"europe tour packages sri lanka",0,10,,,0,0
"singapore tour sri lanka",0,10,,,0,0
"sri lanka tour india 2015",0,10,,,0,0
"kesari tours to sri lanka",0,10,,,0,0
"sun tours sri lanka",5,10,"L, C","Local pack, Reviews, People also ask, Images, Related searches, Image, Sites",0,0
"sri lanka tour packages for couple",12,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Sites",0,0
"sri lanka tour guide course",0,10,,,0,0
"pakistan vs sri lanka tour 2012",0,10,,,0,0
"sri lanka tour packages price from chennai",5,10,I,"Reviews, People also ask, Images, Related searches, Image",0,0
"tailor made tour sri lanka",0,10,,,0,0.03
"negombo sri lanka tours",6,10,I,"People also ask, Image, Sites",0,0
"sri lanka rebel tour south africa",0,10,,,0,0
"thailand tour operators in sri lanka",0,10,,,0,0.5
"sri lanka tours 2020",9,10,"L, C","Local pack, Reviews, Video, People also ask, AI Overview",0,0
"sri lanka tour pakistan 2015",0,10,,,0,0
"all inclusive sri lanka tours",5,10,I,"Reviews, Video, AI Overview, Related searches, Sites",0,0
"sri lanka tour route",0,10,,,0,0
"tour east sri lanka",8,10,I,"People also ask, Related searches, Image, Sites",0,0
"india sri lanka tours",5,10,"L, C","Local pack, Reviews, Video, Related searches, Sites",0,0.86
"uk outbound tour operators to sri lanka",0,10,,,0,0
"aja tours sri lanka",0,10,,,0,0.14
"bangladesh tour of sri lanka 2013",0,10,,,0,0
"mistral tour sri lanka",0,10,,,0,0
"england tour of sri lanka 2014",0,10,,,0,0
"india sri lanka and maldives tour",5,10,I,"Reviews, Video, Bottom Ads, AI Overview, Related searches",0,0.86
"red tours sri lanka",9,10,"L, N","Reviews, Sitelinks, People also ask, Images, Top Ads, GBP, Related searches",0,0.43
"red dot tours sri lanka",0,10,,,4.99,0
"bird watching tours sri lanka",0,10,,,3.89,0
"pakistan tour in sri lanka 2014",0,10,,,0,0
"elephant island tours sri lanka",6,10,"L, C","Reviews, Images, GBP, Related searches, Image, Sites",0,0.56
"butterfly tours sri lanka",0,10,,,0,0
"sri lanka tours 2015",0,10,,,0,0
"sri lanka tour from singapore",0,10,,,0,0
"sri lanka tour australia 2017",0,10,,,0,0
"sri lanka to malaysia tour packages",0,10,,,0,0
"inbound tour operators in sri lanka",21,10,"L, C","Local pack, Reviews, Images, Related searches, Image, Sites",0,0
"sri lanka escorted tours 2019",9,10,I,"Reviews, Video, AI Overview",0,0
"myanmar tours from sri lanka",0,10,,,0,0
"sri lanka tour by ship",0,10,,,0,0.56
"outbound tours from sri lanka",12,10,I,"Reviews, Video, Bottom Ads, Related searches, Sites",0,0
"sri lanka tour packages veena world",5,10,I,"People also ask, Images, Related searches, Image",0,0
"sri lanka tour of india 2009",0,10,,,0,0
"sri lanka hiking tours",5,10,"L, C","Local pack, Reviews, Video, People also ask, Related searches, Sites",2,0.81
"list of inbound tour operators in sri lanka",0,10,,,0,0
"sri lanka tours tripadvisor",7,10,I,"Reviews, Related searches, Image, Sites",0,0.43
"sri lanka tour cost from india",11,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0.32
"tour packages of sri lanka",10,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Sites",0.97,0.67
"international package tours from bangalore to sri lanka",8,10,I,"Reviews, Video, People also ask",0,0
"saga sri lanka tour",6,10,I,"Reviews, People also ask, Related searches, Image",0,0
"sri lanka tour south africa",0,10,,,5.91,0
"sri lanka tour packages from kochi",0,10,,,0,0
"virgin holidays sri lanka tour",0,10,,,0,0
"sri lanka tour packages from kolkata",0,10,,,0,0
"cheap tours sri lanka",0,10,,,0,0
"sri lanka tour package from bangalore price",0,10,,,0,0
"sri lanka cricket future tour programme",0,10,,,0,0
"hill country tours sri lanka",0,10,,,0,0
"sri lanka tour in zimbabwe 2016",0,10,,,0,0
"sri lanka leisure tours",0,10,,,0,0
"day tours colombo sri lanka",10,10,"L, C","Local pack, Reviews, People also ask, Images, Related searches, Image, Sites",0,0
"exodus tours sri lanka",0,10,,,0,0
"india tour sri lanka 2015",0,10,,,0,0
"sri lanka tour of england 2016 squad",0,10,,,0,0
"pakistan tour of sri lanka 2011",0,10,,,0,0
"george tours sri lanka",0,10,,,0,0
"tours and travels sri lanka",0,10,,,1.8,0.9
"exotic leisure tours sri lanka",0,10,,,0,0
"sri lanka yala national park tours",0,10,,,0,0
"malaysia tour package from sri lanka",0,10,,,0,0
"sri lanka budget tours",4,10,"L, T","Local pack, Reviews, Video, Bottom Ads, AI Overview, Related searches, Sites",0,0.86
"kuoni sri lanka tour and maldives",0,10,,,0,0
"tour to malaysia from sri lanka",0,10,,,0,0
"sri lanka tour india cricket",0,10,,,0,0
"sri lanka tours 2018",5,10,I,"Reviews, People also ask, Images, Related searches, Image",0,0
"sri lanka cricket tour 2015",0,10,,,0,0
"hayleys tours sri lanka",0,10,,,0,0
"sri lanka cheap tours",0,10,,,0,0
"sri lanka tour packages price",9,10,"I, N","Reviews, Video, People also ask, Images, Bottom Ads, Copyright infringement, AI Overview, Related searches",0.81,0.54
"sri lanka tour package from cochin",7,10,I,"Reviews, Images, Related searches, Image",0,0
"4 night tour sri lanka",0,10,,,0,0.01
"kerala to sri lanka tour package",10,10,I,"Reviews, Images, Related searches, Image",0,0.14
"india tour of sri lanka 2010",0,10,,,0,0
"russell peters sri lanka tour",0,10,,,0,0
"sri lanka package tour",12,10,I,"Reviews, Video, AI Overview, Related searches, Sites",0.97,0.67
"chennai to sri lanka tour packages",6,10,I,"Reviews, Video, People also ask, AI Overview, Related searches, Sites",0,0.67
"indian tour packages from sri lanka",0,10,,,3.82,0
"north sri lanka tours",0,10,,,0,0
"southern india and sri lanka tours",0,10,,,0,0.01
"england tour of sri lanka 2014/15",0,10,,,0,0
"sotc tours sri lanka",0,10,,,0,0
"sri lanka driver tours reviews",0,10,,,1.21,0.93
"sri lanka cricket tours 2016",0,10,,,0,0
"tour blue sri lanka",10,10,"L, N","Reviews, Sitelinks, People also ask, Images, GBP, Related searches, Sites",0,0
"dambadiva tours sri lanka",2,10,"L, C","Reviews, People also ask, Images, Top Ads, GBP, Related searches, Image",0.71,0.77
"thomas cook sri lanka tour",12,10,I,"Reviews, People also ask, Images, Related searches, Image",0,0
"kesari tours sri lanka maldives",0,10,,,0,0
"australian cricket tour of sri lanka 2016",0,10,,,0,0
"sri lanka tour malaysia",0,10,,,0,0
"india vs sri lanka tour",0,10,,,0,0
"sri lanka tour of england 2011 results",0,10,,,0,0
"sri lanka tour packages from karachi",0,10,,,0,0
"thailand tour packages sri lanka",0,10,,,3.35,0
"discover sri lanka tour",8,10,I,"Reviews, People also ask, Related searches, Image, Sites",0,0
"sri lanka tour of india 2015-16",0,10,,,0,0
"insider tours sri lanka",0,10,,,0,0
"switzerland tour packages from sri lanka",3,10,I,"Reviews, Images, Related searches, Image",0,0
"private tour guide in sri lanka",6,10,"L, C","Local pack, Reviews, Video, People also ask, Related searches",0,0.79
"sri lanka tour of india 2017",21,10,I,"Reviews, Images, Sports, Related searches",0,0
"e tours sri lanka",16,10,"L, C","Local pack, Reviews, People also ask, Images, Image",0,0
"sri lanka luxury tour itinerary",0,10,,,0,0
"short tours sri lanka",0,10,,,2.86,0.82
"8 day tour sri lanka",10,10,I,"Reviews, Video, Bottom Ads, AI Overview, Related searches, Image",0,0.86
"sri lanka muslim tour",0,10,,,0,0
"local tours in sri lanka",15,10,"L, C","Reviews, People also ask, Images, GBP, Related searches, Image, Sites",0,0.86
"8 day discover sri lanka tour",0,10,,,0,0
"sri lanka tours 2016",0,10,,,0,0
"sri lanka tour operators uk",10,10,"L, C","Local pack, Reviews, Video, People also ask, Top Ads, Bottom Ads, Related searches",0,0
"sri lanka wildlife tour packages",10,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",1.85,0.76
"list of tour operators in sri lanka",0,10,,,9.36,0
"sri lanka tour of india 2015",0,10,,,0,0
"tour to india from sri lanka",0,10,,,0,0.01
"sri lanka holiday tours package",10,10,"L, C","Local pack, Reviews, Video, Related searches",2.25,0.76
"walker tours colombo sri lanka",10,10,"L, N","Reviews, Sitelinks, People also ask, Images, GBP, Related searches, Sites",0,0
"sri lanka tours from dubai",0,10,,,0,0
"sri lanka tour package from kolkata",0,10,,,0,0
"india vs sri lanka tour schedule",0,10,,,0,0
"india tour of sri lanka 2015",0,10,,,0,0
"sri lanka tour package from karachi",3,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0
"sammy tours sri lanka",12,10,"L, C","Reviews, People also ask, Images, GBP, Related searches, Image",0,0
"next tour sri lanka",20,10,I,"People also ask, Related searches, Sites",0,0
"sri lanka pilgrimage tour",0,10,,,0,0
"daphne tour operators sri lanka",5,10,"L, C","Reviews, GBP, Image",0,0
"round tours in sri lanka",0,10,,,0,0.43
"sri lanka tour operators in india",0,10,,,0,0
"air balloon tour sri lanka",0,10,,,0,0
"sta sri lanka tours",0,10,,,0,0
"sri lanka tours from hyderabad",5,10,I,"Reviews, Video, People also ask, Bottom Ads, Related searches",0,0
"sri lanka tours with driver",0,10,,,0,0
"sri lanka specialist tour operators",12,10,"L, C","Local pack, Reviews, Video, People also ask, Bottom Ads, Related searches",4.99,0.8
"sta travel sri lanka tours",0,10,,,0,0
"10 days tour in sri lanka",0,10,,,0,0
"tours to sri lanka from chennai",0,10,,,0,0
"metro travels and tours sri lanka",0,10,,,0,0
"wildlife tours in sri lanka",5,10,"L, C","Local pack, Reviews, Images, Related searches, Image, Sites",1.17,0.83
"next tour of sri lanka cricket team",0,10,,,0,0
"sports tours in sri lanka",3,10,"L, C","Local pack, Reviews, People also ask, Related searches",0,0
"australia tour packages from sri lanka",4,10,I,"Reviews, Images, Related searches, Image, Sites",0,0
"tours to sri lanka from singapore",0,10,,,0,0
"tour sri lanka y maldivas",0,10,,,0,0
"sri lanka tours hayes and jarvis",0,10,,,0,0
"england lions tour of sri lanka",0,10,,,0,0
"india nepal sri lanka tour",0,10,,,0,0
"sri lanka cricket upcoming tours",0,10,,,0,0.05
"maldives sri lanka tour",0,10,,,0,0
"sri lanka tour of zimbabwe 2016",0,10,,,0,0
"maldive tour package from sri lanka",0,10,,,0.93,0
"city tours colombo sri lanka",0,10,,,0,0
"sri lanka wildlife tours tripadvisor",0,10,,,0,0
"kings tours sri lanka",3,10,"L, C","Local pack, Reviews, People also ask, Images, Related searches, Image",0,0
"tours sri lanka reviews",0,10,,,0,0
"nepal tours from sri lanka",0,10,,,0,0
"kesari sri lanka tour packages",12,10,I,"Reviews, Video, People also ask, Related searches",0,0
"kuoni sri lanka tour review",0,10,,,0,0
"banyan tours sri lanka",0,10,,,0,0
"titan tours best of sri lanka",0,10,,,0,0
"sri lanka tour operator list",0,10,,,0,0
"sri lanka tour packages from trichy",7,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0
"sri lanka tour packages from lahore",0,10,,,0,0
"tailormade tours sri lanka",7,10,"L, C","Local pack, Reviews, People also ask, Related searches, Image, Sites",0,0.38
"sri lanka cricket tour of uae",0,10,,,0,0
"sri lanka tour of india 2015 schedule",0,10,,,0,0
"tour packages from sri lanka to singapore",0,10,,,2.75,0
"walkers tours sri lanka tripadvisor",0,10,,,0,0
"sri lanka holidays eco tours leisure",0,10,,,0,0
"sri lanka tour packages from sri lanka",0,10,,,0,0
"indian tour operators in sri lanka",0,10,,,0,0
"heli tours sri lanka contact",0,10,,,0,0
"sri lanka luxury safari tours",0,10,,,0,0
"biking tour in sri lanka",0,10,,,0,0
"sri lanka cricket tours 2014",0,10,,,0,0
"sri lanka tour to pakistan 2009",0,10,,,0,0
"package tour sri lanka",5,10,I,"Reviews, Video, AI Overview, Related searches",0.97,0.67
"sri lanka hill country tours kandy",0,10,,,0,0
"sri lanka budget tour",0,10,,,3.86,0
"budget tour packages in sri lanka",0,10,,,3.95,0
"sri lanka tour from mumbai",0,10,,,0,0
"england tour of sri lanka 2012 wiki",0,10,,,0,0
"justin bieber sri lanka tour",0,10,,,0,0
"tours to sri lanka from mumbai",0,10,,,0,0
"sri lanka tour website",0,10,,,0,0
"asia quest tours sri lanka",0,10,,,0,0
"england tour to sri lanka 2014",0,10,,,0,0
"sri lanka future tour programme",0,10,,,3.03,0
"sri lanka tours to india",4,10,I,"Reviews, People also ask, Related searches, Image",0,0
"sri lanka tour reviews",0,10,I,,0,0
"sri lanka tour of india 2014",0,10,,,0,0
"fernando tours sri lanka",4,10,"L, C","Reviews, People also ask, Images, GBP, Related searches, Image",0,0.14
"india tours sri lanka",0,10,,,0,0
"australia tour of sri lanka",9,10,I,"Video, Images, Find results on, Related searches, Sites",0,0
"package tours to sri lanka from mumbai",0,10,,,0,0
"england cricket tour sri lanka 2014",0,10,,,0,0
"sri lanka package tour from mumbai",0,10,,,0,0
"sri lanka 7 days tour package",6,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0
"travel sri lanka tours",12,10,"L, C","Local pack, Reviews, Video, People also ask, Bottom Ads, Related searches, Sites",2.95,0.86
"tour package to sri lanka from kerala",0,10,,,0,0
"tour packages to sri lanka from mumbai",0,10,,,0,0
"bangladesh tour of sri lanka 2014",0,10,,,0,0
"sri lanka tour packages with flight",0,10,,,0,0
"14 day tour sri lanka",12,10,I,"Reviews, Video, Images, Bottom Ads, AI Overview, Related searches",0,0
"sri lanka tours from uae",0,10,,,0,0
"sri lanka adventure tour packages",0,10,,,0,0
"orient tours sri lanka",0,10,,,0,0
"10 day tour of sri lanka",4,10,I,"Reviews, People also ask, Images, Related searches, Image, Sites",0.8,0.86
"england tour sri lanka cricket",0,10,,,0,0
"sri lanka air force heli tours",8,10,I,"Reviews, Video, Images, Related searches",0,0
"seychelles tour packages from sri lanka",5,10,I,"Reviews, Images, Related searches, Image",0,0
"tripadvisor sri lanka tour operators",7,10,I,"Reviews, Images, Related searches, Image, Sites",0,0
"sri lanka helicopter tours",9,10,"L, C","Local pack, Reviews, Images, Related searches, Image, Sites",0,0.24
"sri lanka trekking tour",0,10,,,0,0
"sri lanka tour to india",6,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview",0,0
"india team sri lanka tour",7,10,I,"Reviews, Video, People also ask, Sports, Related searches",0,0
"walkers tours sri lanka holidays",0,10,,,0,0
"sri lanka land tour",0,10,I,,0,0
"sri lanka diving tours trincomalee",0,10,,,0,0
"sri lanka 8 days tour",0,10,,,9.61,0
"sri lanka tour dates",0,10,,,0,0
"7 day tour of sri lanka",0,10,,,6.02,0
"gecko tours sri lanka",5,10,"L, C","Local pack, Reviews, People also ask, Images, Image",0,0
"dsl tours sri lanka reviews",0,10,,,0,0
"sri lanka package tour from bangalore",0,10,,,0,0
"sri lanka exclusive tours",6,10,"L, N","Reviews, Sitelinks, People also ask, Images, GBP, Related searches, Image, Sites",0,0
"sri lanka tour packages from bangalore",7,10,I,"Reviews, Images, Top Ads, Related searches, Image",0,0
"sri lanka tour of england cricket",8,10,I,"Video, People also ask, Sports, Related searches",0,0
"honeymoon tour packages in sri lanka",11,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches",0,0.86
"south africa tour of sri lanka 2014",0,10,,,0,0
"sri lanka tour package from coimbatore",0,10,,,0,0
"sri lanka 5 nights tour",0,10,,,0,0
"tours in sri lanka 7 days",0,10,,,6.02,0
"sri lanka upcoming tours",0,10,,,0,0
"package tours to sri lanka from chennai",0,10,,,3.25,0
"ratnaloka tour inn sri lanka",0,10,,,0,0
"sri lanka cricket team next tour 2016",0,10,,,0,0
"sri lanka temple tours",0,10,,,0,0
"tea tours sri lanka",0,10,,,0,0.17
"makemytrip sri lanka tour",0,10,,,0,0
"tour itinerary sri lanka pdf",0,10,,,0,0
"sri lanka tour india 2009",0,10,,,0,0
"sri lanka tea tour",5,10,"L, C","Local pack, Reviews, Video, Images, Related searches, Image, Sites",0,0.17
"outbound tour operators sri lanka",0,10,,,0,0
"sri lanka outbound tours",11,10,I,"Reviews, Related searches, Image, Sites",0,0
"south africa tour sri lanka",0,10,,,5.92,0
"package tours sri lanka",13,10,"L, C","Local pack, Reviews, Video, People also ask, Related searches, Sites",1,0.64
"thomson sri lanka tour",0,10,,,0,0
"sri lanka tour of england squad",0,10,,,0,0
"viator tours sri lanka",0,10,,,0,0
"surf n tour sri lanka",6,10,"L, C","Reviews, People also ask, Images, GBP, Related searches",0,0
"ella sri lanka tours",0,10,,,0,0
"tour sri lanka e maldive",0,10,,,0,0
"tour du sri lanka",9,10,I,"Reviews, Video, People also ask, Images, Bottom Ads, Related searches",0,0
"pakistan tour in sri lanka 2015",0,10,,,0,0
"lotus tours sri lanka",4,10,"L, C","Local pack, Reviews, Images, Related searches, Image",0,0
"package tour to sri lanka from chennai",0,10,,,3.25,0
"sri lanka tour of india 2007",0,10,,,0,0
"sri lanka tailor made tour packages",0,10,,,0,0
"sri lanka car tours",8,10,"L, C","Reviews, People also ask, Images, GBP, Related searches, Image, Sites",0,0
"sri lanka a team tour of england 2014",0,10,,,0,0
"package tours to sri lanka",10,10,"L, C","Local pack, Reviews, Video, People also ask, AI Overview, Related searches",1,0.64
"sri lanka tour of england 2014 schedule",0,10,,,0,0
"sri lanka tour of bangladesh 2014",0,10,,,0,0
"sri lanka tour 4 days",6,10,I,"Reviews, Video, People also ask, Bottom Ads, Find results on, AI Overview, Related searches, Sites",0,0
"sri lanka tour package",14,10,I,"Reviews, Video, People also ask, Bottom Ads, Sports, Related searches",0.97,0.67
"travel tours sri lanka",0,10,,,9.33,0
"sri lanka tour of new zealand 2004",0,10,,,0,0
"rammuni tours sri lanka",12,10,"L, C","Reviews, Bottom Ads, GBP, Sites",0,0
"sri lanka tours kuoni",0,10,,,0.75,0
"sri lanka tour of new zealand 2014-15",0,10,,,0,0
"sri lanka tours for locals",12,10,"L, C","Local pack, Reviews, People also ask, Related searches, Image, Sites",0,0
"sri lanka tour blog",0,10,,,0,0
"sri lanka travel tours company",17,10,"L, C","Local pack, Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Sites",0,0
"sri lanka cricket team tours 2014",0,10,,,0,0
"sri lanka tour packages from kerala",0,10,,,0,0
"foreign tour packages in sri lanka",9,10,I,"Reviews, Images, Related searches, Image, Sites",0,0
"sri lanka tour operator locali",0,10,,,0,0
"sri lanka photography tour",3,10,"L, C","Local pack, Reviews, Related searches, Sites",1.09,0.43
"sri lanka tour of new zealand 2014",0,10,,,0,0
"sri lanka tour of india 2016",10,10,I,"Reviews, People also ask, Images, Related searches",0,0
"sri lanka tour bangladesh",0,10,,,0,0
"indian tour to sri lanka 2012",0,10,,,0,0
"cox and kings sri lanka tour package",0,10,,,0,0
"ayurveda tours sri lanka",0,10,,,0,0
"sri lanka cricket future tours",0,10,,,0,0.05
"city tour colombo sri lanka",8,10,I,"Related searches, Image, Sites",0,0
"sri lanka tour of australia 2017",0,10,,,0,0
"south africa tour to sri lanka",0,10,,,0,0
"sri lanka cricket tour of england 2014",0,10,,,0,0
"holiday tours in sri lanka",10,10,"L, C","Local pack, Reviews, Video, People also ask, Bottom Ads, Related searches, Sites",0,0
"tours to india from sri lanka",0,10,,,0,0.01
"dambadiva tours from sri lanka",0,10,,,0,0
"sri lanka elephant orphanage tour",0,10,,,0,0
"sri lanka tour packages from kuwait",0,10,,,0,0
"madurai to sri lanka tour packages",7,10,"I, N","Reviews, Video, People also ask, Bottom Ads, Copyright infringement, AI Overview, Related searches",0,0
"tours to sri lanka from dubai",0,10,,,0,0
"select sri lanka tours",9,10,"L, N","Local pack, Reviews, Sitelinks, People also ask, Image",0,0
"sri lanka private tour companies",0,10,,,0,0
"tour to sri lanka from malaysia",0,10,,,0,0
"sri lanka tour package from trivandrum",7,10,I,"Reviews, People also ask, Images, Related searches, Image",0,0
"england cricket tour sri lanka 2018",0,10,,,0,0
"bicycle tours sri lanka",0,10,,,0,0
"asda tours sri lanka",0,10,,,1.06,0.24
"india pilgrimage tours sri lanka",0,10,,,0,0
"chennai sri lanka tour package",0,10,,,3.25,0
"veena world sri lanka tour",0,10,,,0,0
"all inclusive sri lanka tour",5,10,I,"Reviews, People also ask, AI Overview, Related searches, Sites",0,0
"sri lanka tour of england match schedule",0,10,,,0,0
"sri lanka 5 star tours",0,10,,,0,0
"sri lanka tour guides and drivers",0,10,,,5.8,0
"bangkok tours from sri lanka",0,10,,,0,0
"sri lanka tour packages from pakistan",5,10,I,"Reviews, Video, People also ask, AI Overview, Related searches",0,0
"sri lanka cricket tour england 2013",0,10,,,0,0
"der tour sri lanka",4,10,I,"Reviews, Video, People also ask, Related searches",0,0
"sri lanka tour from dubai",0,10,,,0,0
"india tours from sri lanka",5,10,I,"Reviews, Images, Related searches, Image, Sites",0.72,0.66
"sri lanka local tour packages",19,10,"I, N","Sitelinks, People also ask, Images, Related searches, Image, Sites",2.21,0.88
"yamuna tours sri lanka",0,10,,,0,0
"india tour packages from sri lanka",0,10,,,3.82,0
"holiday tour in sri lanka",0,10,,,0,0.93
"sri lanka tour package from hyderabad",5,10,I,"Reviews, Video, People also ask, Bottom Ads, AI Overview, Related searches, Image",0,0
"tours sri lanka colombo",0,10,,,0,0
"one direction tour sri lanka",0,10,,,0,0
"pakistan tour sri lanka schedule",0,10,,,0,0
"5 days tour in sri lanka",6,10,I,"Reviews, People also ask, Images, Related searches, Image, Sites",0.64,0.83
"sri lanka beach tour packages",4,10,"L, C","Local pack, Reviews, People also ask, Images, Related searches, Image, Sites",0,0
"sri lanka tours and holidays",0,10,,,0,0
"bird watching tours in sri lanka",0,10,,,3.89,0
"red dot tours sri lanka office",0,10,,,0,0
"sri lanka classic tour",7,10,I,"Reviews, Video, Bottom Ads, AI Overview, Related searches, Sites",0,0
"jally tours sri lanka",0,10,,,0,0
"luxury escorted tours sri lanka",5,10,"I, N","Reviews, Sitelinks, People also ask, Top Ads, Related searches, Image, Sites",0,0
"budget tours in sri lanka",11,10,"L, T","Local pack, Reviews, People also ask, Related searches, Image, Sites, positions.title.discussions_and_forums",3.51,0.55
"luxury tours in sri lanka",8,10,"L, N","Local pack, Reviews, Sitelinks, People also ask, Related searches, Image, Sites",2.66,0.69
